Product Id,Product Type,Product,Type,Market Size,Market,State,Budget Sales,Budget Profit,Cogs,Profit,Sales,Total Expenses,Date
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Oregon,310,100,162,94,325,69,01/03/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Oregon,150,60,49,34,121,38,01/03/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Oregon,80,50,37,33,92,22,01/03/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,West,Oregon,80,30,43,29,98,26,01/03/10 0:00
11,Tea,Darjeeling,Regular,Small Market,West,Oregon,30,20,21,16,53,16,01/03/10 0:00
12,Tea,Earl Grey,Regular,Small Market,West,Oregon,140,60,84,68,210,58,01/03/10 0:00
13,Tea,Green Tea,Regular,Small Market,West,Oregon,140,60,89,74,214,51,01/03/10 0:00
1,Coffee,Amaretto,Regular,Small Market,West,Oregon,150,30,52,-3,125,76,01/03/10 0:00
2,Coffee,Columbian,Regular,Small Market,West,Oregon,180,60,62,24,149,63,01/03/10 0:00
4,Espresso,Caffe Latte,Regular,Small Market,West,Washington,100,40,49,35,112,28,01/03/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,West,Washington,110,20,54,12,120,54,01/03/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Washington,140,50,71,40,155,44,01/03/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Washington,280,70,95,16,227,116,01/03/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Washington,270,120,123,115,309,71,01/03/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,West,Washington,70,50,33,29,82,20,01/03/10 0:00
11,Tea,Darjeeling,Regular,Small Market,West,Washington,110,40,62,62,167,43,01/03/10 0:00
12,Tea,Earl Grey,Regular,Small Market,West,Washington,80,30,52,38,129,39,01/03/10 0:00
13,Tea,Green Tea,Regular,Small Market,West,Washington,100,10,63,0,150,87,01/03/10 0:00
2,Coffee,Columbian,Regular,Small Market,West,Washington,180,80,61,48,150,41,01/03/10 0:00
1,Coffee,Amaretto,Regular,Major Market,Central,Colorado,230,110,91,96,223,36,01/04/10 0:00
2,Coffee,Columbian,Regular,Major Market,Central,Colorado,180,70,78,63,178,37,01/04/10 0:00
11,Tea,Darjeeling,Regular,Major Market,Central,Colorado,100,20,54,13,121,54,01/04/10 0:00
12,Tea,Earl Grey,Regular,Major Market,Central,Colorado,120,40,63,34,138,41,01/04/10 0:00
13,Tea,Green Tea,Regular,Major Market,Central,Colorado,90,40,46,32,106,28,01/04/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Colorado,230,110,81,84,198,33,01/04/10 0:00
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Colorado,200,80,68,48,170,54,01/04/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Colorado,250,120,100,105,245,40,01/04/10 0:00
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Colorado,280,100,162,94,325,69,01/04/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Colorado,110,20,52,-4,125,77,01/04/10 0:00
10,Herbal Tea,Mint,Decaf,Major Market,Central,Colorado,110,40,55,29,129,45,01/04/10 0:00
2,Coffee,Columbian,Regular,Major Market,Central,Illinois,470,170,191,156,456,109,01/04/10 0:00
11,Tea,Darjeeling,Regular,Major Market,Central,Illinois,170,80,81,83,198,34,01/04/10 0:00
12,Tea,Earl Grey,Regular,Major Market,Central,Illinois,140,40,68,49,170,53,01/04/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Illinois,690,280,252,220,587,115,01/04/10 0:00
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Illinois,560,200,239,149,478,90,01/04/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Illinois,310,130,123,116,301,62,01/04/10 0:00
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Illinois,190,100,91,95,223,37,01/04/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Illinois,150,60,78,62,178,38,01/04/10 0:00
10,Herbal Tea,Mint,Decaf,Major Market,Central,Illinois,210,110,100,106,245,39,01/04/10 0:00
1,Coffee,Amaretto,Regular,Small Market,Central,Iowa,40,10,19,11,47,17,01/04/10 0:00
11,Tea,Darjeeling,Regular,Small Market,Central,Iowa,420,140,239,148,478,91,01/04/10 0:00
12,Tea,Earl Grey,Regular,Small Market,Central,Iowa,500,160,260,186,578,132,01/04/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Iowa,50,30,17,10,43,16,01/04/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Iowa,50,40,0,32,43,11,01/04/10 0:00
2,Coffee,Columbian,Regular,Small Market,Central,Iowa,60,20,28,3,61,30,01/04/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Iowa,50,20,21,9,49,19,01/04/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Iowa,510,210,252,220,587,115,01/04/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Iowa,260,120,123,115,301,63,01/04/10 0:00
11,Tea,Darjeeling,Regular,Small Market,Central,Missouri,70,10,37,11,88,40,01/04/10 0:00
12,Tea,Earl Grey,Regular,Small Market,Central,Missouri,50,-10,29,-9,65,45,01/04/10 0:00
13,Tea,Green Tea,Regular,Small Market,Central,Missouri,60,-10,35,-2,79,46,01/04/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Missouri,130,60,47,43,115,25,01/04/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Missouri,130,60,45,44,112,23,01/04/10 0:00
2,Coffee,Columbian,Regular,Small Market,Central,Missouri,180,50,80,35,178,63,01/04/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Missouri,170,50,76,47,167,44,01/04/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Missouri,90,10,44,-6,107,69,01/04/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Missouri,110,10,93,-12,133,52,01/04/10 0:00
11,Tea,Darjeeling,Regular,Major Market,Central,Ohio,190,70,88,73,222,61,01/04/10 0:00
12,Tea,Earl Grey,Regular,Major Market,Central,Ohio,230,90,112,97,267,58,01/04/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Ohio,380,130,162,93,325,70,01/04/10 0:00
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Ohio,140,30,54,13,121,54,01/04/10 0:00
1,Coffee,Amaretto,Regular,Major Market,Central,Ohio,130,50,55,28,129,46,01/04/10 0:00
2,Coffee,Columbian,Regular,Major Market,Central,Ohio,110,40,43,27,107,37,01/04/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Ohio,130,20,52,-3,125,76,01/04/10 0:00
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Ohio,40,30,21,16,53,16,01/04/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Ohio,60,40,30,26,75,19,01/04/10 0:00
11,Tea,Darjeeling,Regular,Small Market,Central,Wisconsin,100,40,46,31,114,37,01/04/10 0:00
12,Tea,Earl Grey,Regular,Small Market,Central,Wisconsin,130,10,63,1,150,86,01/04/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Wisconsin,170,50,69,39,151,43,01/04/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Wisconsin,120,50,45,32,103,26,01/04/10 0:00
1,Coffee,Amaretto,Regular,Small Market,Central,Wisconsin,130,20,57,16,127,54,01/04/10 0:00
2,Coffee,Columbian,Regular,Small Market,Central,Wisconsin,230,30,95,17,227,115,01/04/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Wisconsin,200,80,83,58,195,54,01/04/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Wisconsin,110,50,49,46,133,38,01/04/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Wisconsin,100,50,49,47,121,25,01/04/10 0:00
11,Tea,Darjeeling,Regular,Small Market,East,Connecticut,120,60,47,43,115,25,01/04/10 0:00
13,Tea,Green Tea,Regular,Small Market,East,Connecticut,60,30,25,18,62,19,01/04/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,East,Connecticut,140,10,63,0,150,87,01/04/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,East,Connecticut,110,40,51,24,119,44,01/04/10 0:00
2,Coffee,Columbian,Regular,Small Market,East,Connecticut,270,110,116,107,292,69,01/04/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,East,Connecticut,130,30,80,34,178,64,01/04/10 0:00
10,Herbal Tea,Mint,Decaf,Small Market,East,Connecticut,130,60,76,46,167,45,01/04/10 0:00
11,Tea,Darjeeling,Regular,Major Market,East,Florida,90,50,34,30,85,21,01/04/10 0:00
13,Tea,Green Tea,Regular,Major Market,East,Florida,130,60,49,47,121,25,01/04/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,East,Florida,220,30,95,17,227,115,01/04/10 0:00
6,Espresso,Decaf Espresso,Decaf,Major Market,East,Florida,190,80,83,58,195,54,01/04/10 0:00
2,Coffee,Columbian,Regular,Major Market,East,Florida,210,90,88,73,222,61,01/04/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Major Market,East,Florida,250,100,112,98,267,57,01/04/10 0:00
8,Herbal Tea,Chamomile,Decaf,Major Market,East,Florida,80,30,45,31,103,27,01/04/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,East,Florida,90,20,57,15,127,55,01/04/10 0:00
10,Herbal Tea,Mint,Decaf,Major Market,East,Florida,110,40,69,39,151,43,01/04/10 0:00
11,Tea,Darjeeling,Regular,Major Market,East,Massachusetts,80,40,30,26,75,19,01/04/10 0:00
13,Tea,Green Tea,Regular,Major Market,East,Massachusetts,50,20,21,16,53,16,01/04/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,East,Massachusetts,110,10,52,-12,117,77,01/04/10 0:00
7,Espresso,Regular Espresso,Regular,Major Market,East,Massachusetts,310,100,162,94,325,69,01/04/10 0:00
2,Coffee,Columbian,Regular,Major Market,East,Massachusetts,490,400,68,397,519,54,01/04/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,East,Massachusetts,90,20,54,13,121,54,01/04/10 0:00
11,Tea,Darjeeling,Regular,Small Market,East,New Hampshire,50,20,19,12,47,16,01/04/10 0:00
13,Tea,Green Tea,Regular,Small Market,East,New Hampshire,40,30,0,32,43,11,01/04/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,East,New Hampshire,100,10,44,-6,107,69,01/04/10 0:00
7,Espresso,Regular Espresso,Regular,Small Market,East,New Hampshire,60,0,29,-9,65,45,01/04/10 0:00
1,Coffee,Amaretto,Regular,Small Market,East,New Hampshire,110,40,49,33,121,39,01/04/10 0:00
2,Coffee,Columbian,Regular,Small Market,East,New Hampshire,110,40,50,27,125,48,01/04/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,East,New Hampshire,60,10,35,-3,79,47,01/04/10 0:00
11,Tea,Darjeeling,Regular,Major Market,East,New York,260,130,100,105,245,40,01/04/10 0:00
12,Tea,Earl Grey,Regular,Major Market,East,New York,240,120,91,95,223,37,01/04/10 0:00
13,Tea,Green Tea,Regular,Major Market,East,New York,210,100,81,83,198,34,01/04/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,East,New York,60,-190,125,-205,66,146,01/04/10 0:00
7,Espresso,Regular Espresso,Regular,Major Market,East,New York,550,250,239,235,564,90,01/04/10 0:00
2,Coffee,Columbian,Regular,Major Market,East,New York,670,280,284,276,712,152,01/04/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,East,New York,490,200,260,247,638,131,01/04/10 0:00
10,Herbal Tea,Mint,Decaf,Major Market,East,New York,140,-70,209,-105,189,85,01/04/10 0:00
4,Espresso,Caffe Latte,Regular,Small Market,South,Louisiana,120,0,63,1,150,86,01/04/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,South,Louisiana,110,50,49,45,133,39,01/04/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,South,Louisiana,90,40,46,31,114,37,01/04/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,South,Louisiana,110,50,52,38,119,29,01/04/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,South,Louisiana,170,50,80,35,178,63,01/04/10 0:00
2,Coffee,Columbian,Regular,Small Market,South,Louisiana,100,50,35,30,86,21,01/04/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,South,Louisiana,150,70,49,48,121,24,01/04/10 0:00
4,Espresso,Caffe Latte,Regular,Small Market,South,New Mexico,50,0,29,-9,65,45,01/04/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,South,New Mexico,90,10,44,-6,107,69,01/04/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,South,New Mexico,70,10,37,12,88,39,01/04/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,South,New Mexico,40,20,19,12,47,16,01/04/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,South,New Mexico,50,10,28,3,61,30,01/04/10 0:00
2,Coffee,Columbian,Regular,Small Market,South,New Mexico,150,50,50,27,125,48,01/04/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,South,New Mexico,160,10,93,-11,133,51,01/04/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,South,Oklahoma,190,80,88,74,222,60,01/04/10 0:00
4,Espresso,Caffe Latte,Regular,Small Market,South,Oklahoma,220,90,112,98,267,57,01/04/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,South,Oklahoma,40,30,21,16,53,16,01/04/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,South,Oklahoma,120,30,57,15,127,55,01/04/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,South,Oklahoma,220,30,95,16,227,116,01/04/10 0:00
2,Coffee,Columbian,Regular,Small Market,South,Oklahoma,130,60,46,33,106,27,01/04/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,South,Oklahoma,90,50,30,25,75,20,01/04/10 0:00
6,Espresso,Decaf Espresso,Decaf,Major Market,South,Texas,170,90,81,84,198,33,01/04/10 0:00
4,Espresso,Caffe Latte,Regular,Major Market,South,Texas,140,50,68,48,170,54,01/04/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,South,Texas,190,100,91,96,223,36,01/04/10 0:00
8,Herbal Tea,Chamomile,Decaf,Major Market,South,Texas,120,40,55,28,129,46,01/04/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,South,Texas,100,30,43,27,107,37,01/04/10 0:00
2,Coffee,Columbian,Regular,Major Market,South,Texas,570,230,209,161,456,86,01/04/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Major Market,South,Texas,220,100,78,63,178,37,01/04/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,West,Utah,110,50,52,37,119,30,01/04/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Utah,110,50,47,43,115,25,01/04/10 0:00
4,Espresso,Caffe Latte,Regular,Small Market,West,Utah,100,40,45,43,112,24,01/04/10 0:00
1,Coffee,Amaretto,Regular,Small Market,West,Utah,200,70,76,47,167,44,01/04/10 0:00
2,Coffee,Columbian,Regular,Small Market,West,Utah,140,50,51,25,119,43,01/04/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Utah,220,70,80,34,178,64,01/04/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Utah,100,30,49,34,121,38,01/04/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,West,Utah,110,40,50,28,125,47,01/04/10 0:00
10,Herbal Tea,Mint,Decaf,Small Market,West,Utah,110,0,93,-11,133,51,01/04/10 0:00
11,Tea,Darjeeling,Regular,Small Market,West,Utah,70,10,44,-6,107,69,01/04/10 0:00
12,Tea,Earl Grey,Regular,Small Market,West,Utah,50,10,37,11,88,40,01/04/10 0:00
13,Tea,Green Tea,Regular,Small Market,West,Utah,40,10,29,-8,65,44,01/04/10 0:00
4,Espresso,Caffe Latte,Regular,Major Market,West,California,450,150,239,148,478,91,01/04/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,West,California,280,30,125,26,298,147,01/04/10 0:00
6,Espresso,Decaf Espresso,Decaf,Major Market,West,California,560,220,252,220,587,115,01/04/10 0:00
1,Coffee,Amaretto,Regular,Major Market,West,California,130,-70,123,-76,110,63,01/04/10 0:00
2,Coffee,Columbian,Regular,Major Market,West,California,890,400,284,276,712,152,01/04/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Major Market,West,California,190,-150,191,-141,159,109,01/04/10 0:00
8,Herbal Tea,Chamomile,Decaf,Major Market,West,California,210,110,100,106,245,39,01/04/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,West,California,400,170,209,162,456,85,01/04/10 0:00
10,Herbal Tea,Mint,Decaf,Major Market,West,California,150,60,78,62,178,38,01/04/10 0:00
11,Tea,Darjeeling,Regular,Major Market,West,California,150,80,91,96,223,36,01/04/10 0:00
12,Tea,Earl Grey,Regular,Major Market,West,California,130,70,81,83,198,34,01/04/10 0:00
13,Tea,Green Tea,Regular,Major Market,West,California,110,40,68,48,170,54,01/04/10 0:00
4,Espresso,Caffe Latte,Regular,Small Market,West,Nevada,40,30,0,32,43,11,01/04/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,West,Nevada,40,20,19,11,47,17,01/04/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Nevada,40,20,17,10,43,16,01/04/10 0:00
2,Coffee,Columbian,Regular,Small Market,West,Nevada,90,10,35,-2,79,46,01/04/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Nevada,70,20,28,4,61,29,01/04/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Nevada,260,50,125,27,298,146,01/04/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,West,Nevada,400,160,191,156,456,109,01/04/10 0:00
10,Herbal Tea,Mint,Decaf,Small Market,West,Nevada,260,110,123,115,301,63,01/04/10 0:00
11,Tea,Darjeeling,Regular,Small Market,West,Nevada,390,160,252,219,587,116,01/04/10 0:00
12,Tea,Earl Grey,Regular,Small Market,West,Nevada,320,110,239,149,478,90,01/04/10 0:00
13,Tea,Green Tea,Regular,Small Market,West,Nevada,0,-250,260,-365,26,131,01/04/10 0:00
4,Espresso,Caffe Latte,Regular,Small Market,West,Oregon,110,20,54,13,121,54,01/04/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,West,Oregon,120,40,55,28,129,46,01/04/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Oregon,310,100,162,93,325,70,01/04/10 0:00
1,Coffee,Amaretto,Regular,Small Market,West,Oregon,150,30,52,-3,125,76,01/04/10 0:00
2,Coffee,Columbian,Regular,Small Market,West,Oregon,140,30,49,8,119,62,01/04/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Oregon,70,40,35,31,87,21,01/04/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,West,Oregon,90,40,46,32,106,28,01/04/10 0:00
11,Tea,Darjeeling,Regular,Small Market,West,Oregon,30,20,21,15,53,17,01/04/10 0:00
12,Tea,Earl Grey,Regular,Small Market,West,Oregon,150,70,88,73,222,61,01/04/10 0:00
13,Tea,Green Tea,Regular,Small Market,West,Oregon,180,70,112,98,267,57,01/04/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Oregon,130,50,43,28,107,36,01/04/10 0:00
4,Espresso,Caffe Latte,Regular,Small Market,West,Washington,90,30,45,32,103,26,01/04/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,West,Washington,120,30,57,15,127,55,01/04/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Washington,140,60,69,39,151,43,01/04/10 0:00
2,Coffee,Columbian,Regular,Small Market,West,Washington,210,90,69,54,169,46,01/04/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Washington,250,110,116,106,292,70,01/04/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,West,Washington,70,40,35,30,86,21,01/04/10 0:00
11,Tea,Darjeeling,Regular,Small Market,West,Washington,90,40,49,45,133,39,01/04/10 0:00
12,Tea,Earl Grey,Regular,Small Market,West,Washington,70,20,46,30,114,38,01/04/10 0:00
13,Tea,Green Tea,Regular,Small Market,West,Washington,100,10,63,0,150,87,01/04/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Washington,280,70,95,17,227,115,01/04/10 0:00
1,Coffee,Amaretto,Regular,Major Market,Central,Colorado,260,120,104,111,256,41,01/05/10 0:00
2,Coffee,Columbian,Regular,Major Market,Central,Colorado,190,80,83,68,190,39,01/05/10 0:00
11,Tea,Darjeeling,Regular,Major Market,Central,Colorado,100,20,53,12,118,53,01/05/10 0:00
12,Tea,Earl Grey,Regular,Major Market,Central,Colorado,100,30,56,27,122,39,01/05/10 0:00
13,Tea,Green Tea,Regular,Major Market,Central,Colorado,80,30,43,30,99,26,01/05/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Colorado,240,120,86,88,210,36,01/05/10 0:00
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Colorado,180,60,64,44,160,52,01/05/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Colorado,260,120,104,112,256,40,01/05/10 0:00
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Colorado,260,90,149,83,298,66,01/05/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Colorado,110,10,53,-3,128,78,01/05/10 0:00
10,Herbal Tea,Mint,Decaf,Major Market,Central,Colorado,100,30,52,26,123,45,01/05/10 0:00
2,Coffee,Columbian,Regular,Major Market,Central,Illinois,480,180,195,161,465,109,01/05/10 0:00
11,Tea,Darjeeling,Regular,Major Market,Central,Illinois,180,80,86,88,210,36,01/05/10 0:00
12,Tea,Earl Grey,Regular,Major Market,Central,Illinois,140,50,64,44,160,52,01/05/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Illinois,720,300,263,230,612,119,01/05/10 0:00
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Illinois,610,210,260,165,521,96,01/05/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Illinois,320,140,127,122,312,63,01/05/10 0:00
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Illinois,220,120,104,112,256,40,01/05/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Illinois,160,60,83,68,190,39,01/05/10 0:00
10,Herbal Tea,Mint,Decaf,Major Market,Central,Illinois,220,120,104,112,256,40,01/05/10 0:00
1,Coffee,Amaretto,Regular,Small Market,Central,Iowa,50,20,20,12,49,17,01/05/10 0:00
11,Tea,Darjeeling,Regular,Small Market,Central,Iowa,450,150,260,165,521,96,01/05/10 0:00
12,Tea,Earl Grey,Regular,Small Market,Central,Iowa,510,170,265,190,589,134,01/05/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Iowa,50,20,20,12,49,17,01/05/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Iowa,50,40,0,31,43,12,01/05/10 0:00
2,Coffee,Columbian,Regular,Small Market,Central,Iowa,70,20,31,7,68,30,01/05/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Iowa,50,20,22,11,52,19,01/05/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Iowa,530,220,263,231,612,118,01/05/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Iowa,270,130,127,122,312,63,01/05/10 0:00
11,Tea,Darjeeling,Regular,Small Market,Central,Missouri,80,20,39,14,92,39,01/05/10 0:00
12,Tea,Earl Grey,Regular,Small Market,Central,Missouri,60,0,34,-4,76,46,01/05/10 0:00
13,Tea,Green Tea,Regular,Small Market,Central,Missouri,70,0,36,-2,81,47,01/05/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Missouri,120,50,44,41,109,24,01/05/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Missouri,110,50,39,36,97,22,01/05/10 0:00
2,Coffee,Columbian,Regular,Small Market,Central,Missouri,180,50,77,33,173,63,01/05/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Missouri,150,40,68,38,148,42,01/05/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Missouri,90,10,43,-8,104,69,01/05/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Missouri,110,0,98,-15,136,53,01/05/10 0:00
11,Tea,Darjeeling,Regular,Major Market,Central,Ohio,200,70,94,79,235,62,01/05/10 0:00
12,Tea,Earl Grey,Regular,Major Market,Central,Ohio,240,100,114,101,273,58,01/05/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Ohio,350,120,149,84,298,65,01/05/10 0:00
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Ohio,130,20,53,11,118,54,01/05/10 0:00
1,Coffee,Amaretto,Regular,Major Market,Central,Ohio,120,40,52,27,123,44,01/05/10 0:00
2,Coffee,Columbian,Regular,Major Market,Central,Ohio,100,30,42,24,103,37,01/05/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Ohio,130,20,53,-2,128,77,01/05/10 0:00
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Ohio,40,30,20,12,49,17,01/05/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Ohio,60,40,29,23,71,19,01/05/10 0:00
11,Tea,Darjeeling,Regular,Small Market,Central,Wisconsin,90,30,45,27,110,38,01/05/10 0:00
12,Tea,Earl Grey,Regular,Small Market,Central,Wisconsin,130,10,64,2,154,88,01/05/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Wisconsin,200,70,78,47,170,45,01/05/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Wisconsin,120,50,48,35,110,27,01/05/10 0:00
1,Coffee,Amaretto,Regular,Small Market,Central,Wisconsin,130,20,58,17,130,55,01/05/10 0:00
2,Coffee,Columbian,Regular,Small Market,Central,Wisconsin,230,40,92,17,221,112,01/05/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Wisconsin,210,80,87,62,204,55,01/05/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Wisconsin,110,50,48,45,130,37,01/05/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Wisconsin,110,60,53,51,130,26,01/05/10 0:00
11,Tea,Darjeeling,Regular,Small Market,East,Connecticut,110,50,44,42,109,23,01/05/10 0:00
13,Tea,Green Tea,Regular,Small Market,East,Connecticut,60,30,23,17,57,17,01/05/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,East,Connecticut,150,20,64,3,154,87,01/05/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,East,Connecticut,110,40,48,22,113,43,01/05/10 0:00
2,Coffee,Columbian,Regular,Small Market,East,Connecticut,260,110,110,98,275,67,01/05/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,East,Connecticut,130,40,77,33,173,63,01/05/10 0:00
10,Herbal Tea,Mint,Decaf,Small Market,East,Connecticut,110,40,68,38,148,42,01/05/10 0:00
11,Tea,Darjeeling,Regular,Major Market,East,Florida,90,40,36,32,89,21,01/05/10 0:00
